FixedRef	DocumentedNameID	Designation	Primary Entry	Alias Type	Low Quality	Acronym	Script	Name
36	13178	Business	false	A.K.A.	false	false	Latin	AERO-CARIBBEAN
36	4375	Business	true	Name	false	false	Latin	AEROCARIBBEAN AIRLINES
173	12583	Business	false	A.K.A.	false	false	Latin	AVIA IMPORT
173	4310	Business	true	Name	false	false	Latin	ANGLO-CARIBBEAN CO., LTD.
306	12584	Business	false	A.K.A.	true	false	Latin	BNC
306	12585	Business	false	A.K.A.	false	false	Latin	NATIONAL BANK OF CUBA
306	4314	Business	true	Name	false	false	Latin	BANCO NACIONAL DE CUBA
424	4322	Business	true	Name	false	false	Latin	BOUTIQUE LA MAISON
475	4330	Business	true	Name	false	false	Latin	CASA DE CUBA
480	4334	Business	true	Name	false	false	Latin	CECOEX, S.A.
535	4339	Business	true	Name	false	false	Latin	CIMEX
536	4340	Business	true	Name	false	false	Latin	CIMEX IBERICA
537	4341	Business	true	Name	false	false	Latin	CIMEX, S.A.
540	12593	Business	false	A.K.A.	false	false	Latin	COIBA
540	4342	Business	true	Name	false	false	Latin	COMERCIAL IBEROAMERICANA, S.A.
551	4346	Business	true	Name	false	false	Latin	COMERCIAL CIMEX, S.A.
552	12594	Business	false	A.K.A.	false	false	Latin	CRYMSA
552	4347	Business	true	Name	false	false	Latin	COMERCIAL DE RODAJES Y MAQUINARIA, S.A.
555	12596	Business	false	A.K.A.	false	false	Latin	COPROVA
555	12597	Business	false	A.K.A.	false	false	Latin	COPROVA SARL
555	4349	Business	true	Name	false	false	Latin	COMERCIALIZACION DE PRODUCTOS VARIOS
559	12598	Business	false	A.K.A.	false	false	Latin	CIMEX
559	4350	Business	true	Name	false	false	Latin	COMPANIA DE IMPORTACION Y EXPORTACION IBERIA
576	4355	Business	true	Name	false	false	Latin	CORPORACION CIMEX, S.A.
578	4357	Business	true	Name	false	false	Latin	COTEI
589	4361	Business	true	Name	false	false	Latin	CRYMSA - ARGENTINA, S.A.
590	4362	Business	true	Name	false	false	Latin	CUBACANCUN CIGARS AND GIFT SHOPS
591	4363	Business	true	Name	false	false	Latin	CUBAEXPORT
592	4364	Business	true	Name	false	false	Latin	CUBAFRUTAS
593	4365	Business	true	Name	false	false	Latin	CUBAN CIGARS TRADE
621	4366	Business	true	Name	false	false	Latin	CUBANATUR
622	4367	Business	true	Name	false	false	Latin	CUBATABACO
636	4369	Business	true	Name	false	false	Latin	CUMEXINT, S.A.
651	13182	Business	false	A.K.A.	false	false	Latin	DELVEST HOLDING COMPANY
651	4384	Business	true	Name	false	false	Latin	DELVEST HOLDING, S.A.
701	4307	Business	true	Name	false	false	Latin	EDICIONES CUBANAS
702	4148	Business	true	Name	false	false	Latin	EDYJU, S.A.
735	12415	Business	false	A.K.A.	false	false	Latin	CUBANA AIRLINES
735	4150	Business	true	Name	false	false	Latin	EMPRESA CUBANA DE AVIACION
751	12539	Business	false	A.K.A.	true	false	Latin	CARIBEX
751	12540	Business	false	A.K.A.	false	false	Latin	CARIBBEAN EXPORT ENTERPRISE
751	4240	Business	true	Name	false	false	Latin	EMPRESA CUBANA DE PESCADOS Y MARISCOS
758	12553	Business	false	A.K.A.	false	false	Latin	CUBATUR
758	4247	Business	true	Name	false	false	Latin	EMPRESA DE TURISMO NACIONAL Y INTERNACIONAL
767	4248	Business	true	Name	false	false	Latin	ETCO INTERNATIONAL COMMODITIES LTD.
768	4249	Business	true	Name	false	false	Latin	ETCO INTERNATIONAL COMPANY, LIMITED
815	12554	Business	false	A.K.A.	false	false	Latin	GALAX INC.
815	4257	Business	true	Name	false	false	Latin	GALAX TRADING CO., LTD.
906	4267	Business	true	Name	false	false	Latin	HAVIN BANK LIMITED
906	40097	Business	false	A.K.A.	false	false	Latin	HAVANA INTERNATIONAL BANK, LTD
907	4268	Business	true	Name	false	false	Latin	HAVANATUR
1042	4283	Business	true	Name	false	false	Latin	INSTITUTO NACIONAL DE TURISMO DE CUBA
1043	4284	Business	true	Name	false	false	Latin	INTERCONSULT
1241	4289	Business	true	Name	false	false	Latin	KAVE, S.A.
1287	12559	Business	false	A.K.A.	false	false	Latin	CUFLET
1287	12560	Business	false	A.K.A.	false	false	Latin	CUBAN FREIGHT ENTERPRISE
1287	4292	Business	true	Name	false	false	Latin	LA EMPRESA CUBANA DE FLETES
1316	4147	Business	true	Name	false	false	Latin	LEVERAGE, S.A.
1555	4076	Business	true	Name	false	false	Latin	NIREF
1570	4077	Business	true	Name	false	false	Latin	NORDSTRAND LTD.
1571	4078	Business	true	Name	false	false	Latin	NORDSTRAND MARITIME AND TRADING COMPANY
1641	4088	Business	true	Name	false	false	Latin	PANAMERICAN IMPORT AND EXPORT COMMERCIAL CORPORATION
1660	4097	Business	true	Name	false	false	Latin	PESCABRAVA, S.A.
1700	4103	Business	true	Name	false	false	Latin	PRELASA
1701	4109	Business	true	Name	false	false	Latin	PRENSA LATINA CANADA LTD.
1702	4110	Business	true	Name	false	false	Latin	PRENSA LATINA
1888	4132	Business	true	Name	false	false	Latin	SERVINAVES, S.A.
2109	13215	Business	false	A.K.A.	false	false	Latin	TROVER, S.A.
2109	4404	Business	true	Name	false	false	Latin	TROBER, S.A.
2110	13216	Business	false	A.K.A.	false	false	Latin	TROPICANA TOURS GMBH
2110	4405	Business	true	Name	false	false	Latin	TROPIC TOURS GMBH
2184	4412	Business	true	Name	false	false	Latin	VIAJES GUAMA, S.A.
2186	4413	Business	true	Name	false	false	Latin	VINALES TOURS
2674	13218	Individual	false	A.K.A.	false	false	Latin	ZAYDAN, Muhammad
2674	4420	Individual	true	Name	false	false	Latin	ABBAS, Abu
2675	4421	Individual	true	Name	false	false	Latin	AL RAHMAN, Shaykh Umar Abd
2676	13219	Individual	false	A.K.A.	false	false	Latin	AL-ZAWAHIRI, Ayman
2676	13220	Individual	false	A.K.A.	false	false	Latin	SALIM, Ahmad Fuad
2676	13221	Individual	false	A.K.A.	false	false	Latin	AL-ZAWAHIRI, Aiman Muhammad Rabi
2676	4422	Individual	true	Name	false	false	Latin	AL ZAWAHIRI, Dr. Ayman
2677	13222	Individual	false	A.K.A.	false	false	Latin	ZUMAR, Abbud
2677	4423	Individual	true	Name	false	false	Latin	Al-Zomor, Abboud Abdul Latif Hassan
2677	44098	Individual	true	Name	false	false	Arabic	الزمر, عبود عبداللطيف حسن
2677	44099	Individual	false	A.K.A.	false	false	Latin	AL-Zumar, Abbud
2677	44100	Individual	false	A.K.A.	false	false	Latin	El-Zomor, Aboud Abdul Latif Hasan
2677	44101	Individual	false	A.K.A.	false	false	Latin	Al-Zumur, Abood Abdul Latif Hassan
2677	44102	Individual	false	A.K.A.	false	false	Latin	Al-Zamur, Abboud Abdul Latif Hassan
2678	4424	Individual	true	Name	false	false	Latin	AWDA, Abd Al Aziz
2679	4425	Individual	true	Name	false	false	Latin	FADLALLAH, Shaykh Muhammad Husayn
2681	13224	Individual	false	A.K.A.	false	false	Latin	HAWATMEH, Nayif
2681	13225	Individual	false	A.K.A.	false	false	Latin	HAWATMAH, Nayif
2681	13226	Individual	false	A.K.A.	false	false	Latin	KHALID, Abu
2681	4427	Individual	true	Name	false	false	Latin	HAWATMA, Nayif
2682	4428	Individual	true	Name	false	false	Latin	ISLAMBOULI, Mohammad Shawqi
2683	13227	Individual	false	A.K.A.	false	false	Latin	JIBRIL, Ahmad
2683	4429	Individual	true	Name	false	false	Latin	JABRIL, Ahmad
2685	4431	Individual	true	Name	false	false	Latin	NAJI, Talal Muhammad Rashid
2686	4432	Individual	true	Name	false	false	Latin	NASRALLAH, Hasan
2686	16027	Individual	false	A.K.A.	false	false	Latin	NASRALLAH, Hasan Abd-al-Karim
2690	4436	Individual	true	Name	false	false	Latin	TUFAYLI, Subhi
2691	4437	Individual	true	Name	false	false	Latin	YASSIN, Sheik Ahmed Ismail
3748	4440	Business	true	Name	false	false	Latin	COBALT REFINERY CO. INC.
3749	13235	Business	false	A.K.A.	false	false	Latin	GENERAL NICKEL SA
3749	4441	Business	true	Name	false	false	Latin	LA COMPANIA GENERAL DE NIQUEL
3750	4442	Business	true	Name	false	false	Latin	INTERNATIONAL COBALT CO. INC.
3751	4443	Business	true	Name	false	false	Latin	MOA NICKEL SA
3754	13240	Individual	false	A.K.A.	false	false	Latin	MARZUK, Musa Abu
3754	13241	Individual	false	A.K.A.	false	false	Latin	ABU-MARZUQ, Dr. Musa
3754	13242	Individual	false	A.K.A.	false	false	Latin	MARZOOK, Mousa Mohamed Abou
3754	13243	Individual	false	A.K.A.	false	false	Latin	ABU-MARZUQ, Sa'id
3754	13244	Individual	false	A.K.A.	true	false	Latin	ABU-'UMAR
3754	13245	Individual	false	A.K.A.	false	false	Latin	MARZOUK, Musa Abu
3754	4445	Individual	true	Name	false	false	Latin	ABU MARZOOK, Mousa Mohammed
4107	13248	Individual	false	A.K.A.	true	false	Latin	The Chess Player
4107	13249	Individual	false	A.K.A.	true	false	Latin	Lucas
4107	4447	Individual	true	Name	false	false	Latin	RODRIGUEZ OREJUELA, Gilberto Jose
4108	13250	Individual	false	A.K.A.	true	false	Latin	El Senor
4108	13251	Individual	false	A.K.A.	true	false	Latin	Patricia
4108	13252	Individual	false	A.K.A.	true	false	Latin	Patricio
4108	13253	Individual	false	A.K.A.	true	false	Latin	Patty
4108	13254	Individual	false	A.K.A.	true	false	Latin	Pat
4108	13255	Individual	false	A.K.A.	true	false	Latin	Manuel
4108	13256	Individual	false	A.K.A.	true	false	Latin	Manolo
4108	13257	Individual	false	A.K.A.	true	false	Latin	Mike
4108	13258	Individual	false	A.K.A.	true	false	Latin	Mauro
4108	13259	Individual	false	A.K.A.	true	false	Latin	Doctor M.R.O.
4108	4448	Individual	true	Name	false	false	Latin	RODRIGUEZ OREJUELA, Miguel Angel
4238	1663	Vessel	true	Name	false	false	Latin	MAR AZUL
4243	9763	Vessel	false	F.K.A.	true	false	Latin	ANA I
4243	1668	Vessel	true	Name	false	false	Latin	EBANO
4243	45388	Vessel	false	F.K.A.	true	false	Latin	SAND SWAN
4249	1674	Vessel	true	Name	false	false	Latin	TIFON
4257	9766	Individual	false	A.K.A.	false	false	Latin	ABDULLAH, Dr. Ramadan
4257	9767	Individual	false	A.K.A.	false	false	Latin	SHALLAH, Dr. Ramadan Abdullah
4257	9768	Individual	false	A.K.A.	false	false	Latin	SHALLAH, Ramadan Abdalla Mohamed
4257	1679	Individual	true	Name	false	false	Latin	ABDALLAH, Ramadan
4632	11872	Business	false	A.K.A.	false	false	Latin	CENTRAL BANK OF THE ISLAMIC REPUBLIC OF IRAN
4632	37347	Business	false	A.K.A.	false	false	Arabic	بانک مرکزی جمهوری اسلامی ایران
4632	11873	Business	false	A.K.A.	false	false	Latin	BANK MARKAZI IRAN
4632	11874	Business	false	A.K.A.	false	false	Latin	CENTRAL BANK OF IRAN
4632	751	Business	true	Name	false	false	Latin	BANK MARKAZI JOMHOURI ISLAMI IRAN
4633	11875	Business	false	A.K.A.	false	false	Latin	HOUSING BANK - OF IRAN
4633	752	Business	true	Name	false	false	Latin	BANK MASKAN
4635	11876	Business	false	A.K.A.	false	false	Latin	WORKERS' WELFARE BANK - OF IRAN
4635	11877	Business	false	A.K.A.	false	false	Latin	BANK REFAH
4635	755	Business	true	Name	false	false	Latin	BANK REFAH KARGARAN
4639	13866	Business	false	A.K.A.	false	false	Latin	AGRICULTURAL BANK OF IRAN
4639	13867	Business	false	A.K.A.	false	false	Latin	BANK KESHAVARZI
4639	5045	Business	true	Name	false	false	Latin	BANK KESHAVARZI IRAN
4642	9407	Business	false	F.K.A.	false	false	Latin	IRAN OVERSEAS INVESTMENT BANK PLC
4642	9406	Business	false	F.K.A.	false	false	Latin	IRAN OVERSEAS INVESTMENT CORPORATION LIMITED
4642	9408	Business	false	F.K.A.	false	false	Latin	IRAN OVERSEAS INVESTMENT BANK LIMITED
4642	2773	Business	true	Name	false	false	Latin	BANK SADERAT PLC
4688	9439	Business	false	A.K.A.	false	false	Latin	AL HARAKAT AL ISLAMIYYA
4688	2792	Business	true	Name	false	false	Latin	ABU SAYYAF GROUP
4690	9444	Business	false	A.K.A.	true	false	Latin	GIA
4690	9445	Business	false	A.K.A.	false	false	Latin	GROUPEMENT ISLAMIQUE ARME
4690	9446	Business	false	A.K.A.	false	false	Latin	AL-JAMA'AH AL-ISLAMIYAH AL-MUSALLAH
4690	2794	Business	true	Name	false	false	Latin	ARMED ISLAMIC GROUP
4691	9447	Business	false	A.K.A.	false	false	Latin	AUM SUPREME TRUTH
4691	9448	Business	false	A.K.A.	false	false	Latin	A.I.C. SOGO KENKYUSHO
4691	9449	Business	false	A.K.A.	false	false	Latin	A.I.C. COMPREHENSIVE RESEARCH INSTITUTE
4691	9450	Business	false	A.K.A.	false	false	Latin	ALEPH
4691	2795	Business	true	Name	false	false	Latin	AUM SHINRIKYO
4693	9451	Business	false	A.K.A.	false	false	Latin	BASQUE FATHERLAND AND LIBERTY
4693	9452	Business	false	A.K.A.	true	false	Latin	ETA
4693	9453	Business	false	A.K.A.	false	false	Latin	BATASUNA
4693	9454	Business	false	A.K.A.	false	false	Latin	EUSKAL HERRITARROK
4693	9455	Business	false	A.K.A.	false	false	Latin	HERRI BATASUNA
4693	9456	Business	false	A.K.A.	false	false	Latin	ASKATASUNA
4693	9457	Business	false	A.K.A.	false	false	Latin	EKIN
4693	9458	Business	false	A.K.A.	true	false	Latin	K.A.S.
4693	9459	Business	false	A.K.A.	false	false	Latin	XAKI
4693	9460	Business	false	A.K.A.	false	false	Latin	JARRAI-HAIKA-SEGI
4693	9461	Business	false	A.K.A.	false	false	Latin	EPANASTATIKI PIRINES
4693	9462	Business	false	A.K.A.	false	false	Latin	POPULAR REVOLUTIONARY STRUGGLE
4693	2796	Business	true	Name	false	false	Latin	EUZKADI TA ASKATASUNA
4694	9463	Business	false	A.K.A.	false	false	Latin	ISLAMIC GROUP
4694	9464	Business	false	A.K.A.	true	false	Latin	IG
4694	9465	Business	false	A.K.A.	false	false	Latin	AL-GAMA'AT
4694	9466	Business	false	A.K.A.	false	false	Latin	ISLAMIC GAMA'AT
4694	9467	Business	false	A.K.A.	false	false	Latin	EGYPTIAN AL-GAMA'AT AL-ISLAMIYYA
4694	9468	Business	false	A.K.A.	true	false	Latin	GI
4694	2797	Business	true	Name	false	false	Latin	GAMA'A AL-ISLAMIYYA
4695	9469	Business	false	A.K.A.	false	false	Latin	ISLAMIC RESISTANCE MOVEMENT
4695	9470	Business	false	A.K.A.	false	false	Latin	HARAKAT AL-MUQAWAMA AL-ISLAMIYA
4695	9471	Business	false	A.K.A.	false	false	Latin	STUDENTS OF AYYASH
4695	9472	Business	false	A.K.A.	false	false	Latin	STUDENTS OF THE ENGINEER
4695	9473	Business	false	A.K.A.	false	false	Latin	YAHYA AYYASH UNITS
4695	9474	Business	false	A.K.A.	false	false	Latin	IZZ AL-DIN AL-QASSIM BRIGADES
4695	9475	Business	false	A.K.A.	false	false	Latin	IZZ AL-DIN AL-QASSIM FORCES
4695	9476	Business	false	A.K.A.	false	false	Latin	IZZ AL-DIN AL-QASSIM BATTALIONS
4695	9477	Business	false	A.K.A.	false	false	Latin	IZZ AL-DIN AL QASSAM BRIGADES
4695	9478	Business	false	A.K.A.	false	false	Latin	IZZ AL-DIN AL QASSAM FORCES
4695	9479	Business	false	A.K.A.	false	false	Latin	IZZ AL-DIN AL QASSAM BATTALIONS
4695	2798	Business	true	Name	false	false	Latin	HAMAS
4696	9480	Business	false	A.K.A.	true	false	Latin	HUA
4696	9481	Business	false	A.K.A.	false	false	Latin	HARAKAT UL-ANSAR
4696	9482	Business	false	A.K.A.	true	false	Latin	HUM
4696	9483	Business	false	A.K.A.	false	false	Latin	HARAKAT UL-MUJAHIDIN
4696	9484	Business	false	A.K.A.	false	false	Latin	AL-FARAN
4696	9485	Business	false	A.K.A.	false	false	Latin	AL-HADID
4696	9486	Business	false	A.K.A.	false	false	Latin	AL-HADITH
4696	9487	Business	false	A.K.A.	false	false	Latin	JAMIAT UL-ANSAR
4696	2799	Business	true	Name	false	false	Latin	HARAKAT UL-MUJAHIDEEN
4696	19679	Business	false	A.K.A.	false	false	Latin	Ansar-ul-Ummah
4697	9488	Business	false	A.K.A.	false	false	Latin	PARTY OF GOD
4697	9489	Business	false	A.K.A.	false	false	Latin	ISLAMIC JIHAD
4697	9490	Business	false	A.K.A.	false	false	Latin	ISLAMIC JIHAD ORGANIZATION
4697	9491	Business	false	A.K.A.	false	false	Latin	REVOLUTIONARY JUSTICE ORGANIZATION
4697	9492	Business	false	A.K.A.	false	false	Latin	ORGANIZATION OF THE OPPRESSED ON EARTH
4697	9493	Business	false	A.K.A.	false	false	Latin	ISLAMIC JIHAD FOR THE LIBERATION OF PALESTINE
4697	9494	Business	false	A.K.A.	false	false	Latin	ORGANIZATION OF RIGHT AGAINST WRONG
4697	9495	Business	false	A.K.A.	false	false	Latin	ANSAR ALLAH
4697	9496	Business	false	A.K.A.	false	false	Latin	FOLLOWERS OF THE PROPHET MUHAMMED
4697	2800	Business	true	Name	false	false	Latin	HIZBALLAH
4697	29010	Business	false	A.K.A.	false	false	Latin	Lebanese Hizballah
4697	29011	Business	false	A.K.A.	false	false	Latin	Lebanese Hezbollah
4697	29012	Business	false	A.K.A.	true	false	Latin	LH
4697	29013	Business	false	A.K.A.	true	false	Latin	Foreign Relations Department
4697	29014	Business	false	A.K.A.	true	false	Latin	FRD
4697	29015	Business	false	A.K.A.	true	false	Latin	External Security Organization
4697	29016	Business	false	A.K.A.	true	false	Latin	ESO
4697	29017	Business	false	A.K.A.	true	false	Latin	Foreign Action Unit
4697	29018	Business	false	A.K.A.	false	false	Latin	Hizballah ESO
4697	29019	Business	false	A.K.A.	false	false	Latin	Hizballah International
4697	29020	Business	false	A.K.A.	true	false	Latin	Special Operations Branch
4697	29021	Business	false	A.K.A.	true	false	Latin	External Services Organization
4697	29022	Business	false	A.K.A.	false	false	Latin	External Security Organization of Hezbollah
4700	9497	Business	false	A.K.A.	false	false	Latin	REPRESSION OF TRAITORS
4700	9498	Business	false	A.K.A.	false	false	Latin	DIKUY BOGDIM
4700	9499	Business	false	A.K.A.	false	false	Latin	DOV
4700	9500	Business	false	A.K.A.	false	false	Latin	STATE OF JUDEA
4700	9501	Business	false	A.K.A.	false	false	Latin	COMMITTEE FOR THE SAFETY OF THE ROADS
4700	9502	Business	false	A.K.A.	false	false	Latin	SWORD OF DAVID
4700	9503	Business	false	A.K.A.	false	false	Latin	JUDEA POLICE
4700	9504	Business	false	A.K.A.	false	false	Latin	KAHANE LIVES
4700	9505	Business	false	A.K.A.	false	false	Latin	KFAR TAPUAH FUND
4700	9506	Business	false	A.K.A.	false	false	Latin	THE JUDEAN VOICE
4700	9507	Business	false	A.K.A.	false	false	Latin	FOREFRONT OF THE IDEA
4700	9508	Business	false	A.K.A.	false	false	Latin	THE QOMEMIYUT MOVEMENT
4700	9509	Business	false	A.K.A.	false	false	Latin	THE JUDEAN LEGION
4700	9510	Business	false	A.K.A.	false	false	Latin	THE WAY OF THE TORAH
4700	9511	Business	false	A.K.A.	false	false	Latin	THE YESHIVA OF THE JEWISH IDEA
4700	9512	Business	false	A.K.A.	false	false	Latin	KOACH
4700	9513	Business	false	A.K.A.	false	false	Latin	KACH
4700	9514	Business	false	A.K.A.	false	false	Latin	NEW KACH MOVEMENT
4700	9515	Business	false	A.K.A.	false	false	Latin	NEWKACH.ORG
4700	9516	Business	false	A.K.A.	false	false	Latin	KAHANE
4700	9517	Business	false	A.K.A.	false	false	Latin	YESHIVAT HARAV MEIR
4700	9518	Business	false	A.K.A.	false	false	Latin	THE INTERNATIONAL KAHANE MOVEMENT
4700	9519	Business	false	A.K.A.	false	false	Latin	KAHANE.ORG
4700	9520	Business	false	A.K.A.	false	false	Latin	JEWISH IDEA YESHIVA
4700	9521	Business	false	A.K.A.	false	false	Latin	KAHANETZADAK.COM
4700	9522	Business	false	A.K.A.	false	false	Latin	KAHANE TZADAK
4700	9523	Business	false	A.K.A.	false	false	Latin	THE HATIKVA JEWISH IDENTITY CENTER
4700	9524	Business	false	A.K.A.	false	false	Latin	THE RABBI MEIR DAVID KAHANE MEMORIAL FUND
4700	9525	Business	false	A.K.A.	false	false	Latin	THE JEWISH IDEA YESHIVA
4700	9526	Business	false	A.K.A.	false	false	Latin	FRIENDS OF THE JEWISH IDEA YESHIVA
4700	9527	Business	false	A.K.A.	false	false	Latin	JUDEAN CONGRESS
4700	9528	Business	false	A.K.A.	false	false	Latin	JEWISH LEGION
4700	9529	Business	false	A.K.A.	false	false	Latin	THE VOICE OF JUDEA
4700	9530	Business	false	A.K.A.	false	false	Latin	NO'AR MEIR
4700	9531	Business	false	A.K.A.	false	false	Latin	MEIR'S YOUTH
4700	9532	Business	false	A.K.A.	false	false	Latin	AMERICAN FRIENDS OF YESHIVAT RAV MEIR
4700	9533	Business	false	A.K.A.	false	false	Latin	AMERICAN FRIENDS OF THE UNITED YESHIVA
4700	9534	Business	false	A.K.A.	false	false	Latin	THE COMMITTEE AGAINST RACISM AND DISCRIMINATION
4700	9535	Business	false	A.K.A.	true	false	Latin	CARD
4700	2801	Business	true	Name	false	false	Latin	KAHANE CHAI
4702	9537	Business	false	A.K.A.	false	false	Latin	PKK
4702	9538	Business	false	A.K.A.	false	false	Latin	PARTIYA KARKERAN KURDISTAN
4702	9539	Business	false	A.K.A.	false	false	Latin	THE PEOPLE'S DEFENSE FORCE
4702	9540	Business	false	A.K.A.	false	false	Latin	HALU MESRU SAVUNMA KUVVETI
4702	9541	Business	false	A.K.A.	false	false	Latin	FREEDOM AND DEMOCRACY CONGRESS OF KURDISTAN
4702	9542	Business	false	A.K.A.	false	false	Latin	KADEK
4702	9543	Business	false	A.K.A.	false	false	Latin	KURDISTAN FREEDOM AND DEMOCRACY CONGRESS
4702	9544	Business	false	A.K.A.	false	false	Latin	KURDISTAN PEOPLE'S CONGRESS
4702	9545	Business	false	A.K.A.	false	false	Latin	PEOPLE'S CONGRESS OF KURDISTAN
4702	9546	Business	false	A.K.A.	false	false	Latin	KONGRA-GEL
4702	9536	Business	false	A.K.A.	false	false	Latin	KGK
4702	9547	Business	false	A.K.A.	true	false	Latin	HSK
4702	9548	Business	false	A.K.A.	true	false	Latin	KHK
4702	2802	Business	true	Name	false	false	Latin	KURDISTAN WORKERS' PARTY
4703	9549	Business	false	A.K.A.	false	false	Latin	LTTE
4703	9550	Business	false	A.K.A.	false	false	Latin	TAMIL TIGERS
4703	9551	Business	false	A.K.A.	false	false	Latin	ELLALAN FORCE
4703	2803	Business	true	Name	false	false	Latin	LIBERATION TIGERS OF TAMIL EELAM
4706	15027	Business	false	A.K.A.	false	false	Latin	ELN
4706	15028	Business	false	A.K.A.	false	false	Latin	EJERCITO DE LIBERACION NACIONAL
4706	3655	Business	true	Name	false	false	Latin	NATIONAL LIBERATION ARMY
4707	14924	Business	false	A.K.A.	false	false	Latin	PIJ-SHAQAQI FACTION
4707	14925	Business	false	A.K.A.	false	false	Latin	PIJ
4707	14926	Business	false	A.K.A.	false	false	Latin	ISLAMIC JIHAD IN PALESTINE
4707	14927	Business	false	A.K.A.	false	false	Latin	ISLAMIC JIHAD OF PALESTINE
4707	14928	Business	false	A.K.A.	false	false	Latin	ABU GHUNAYM SQUAD OF THE HIZBALLAH BAYT AL-MAQDIS
4707	14929	Business	false	A.K.A.	false	false	Latin	PIJ-SHALLAH FACTION
4707	14930	Business	false	A.K.A.	false	false	Latin	PALESTINIAN ISLAMIC JIHAD
4707	14931	Business	false	A.K.A.	false	false	Latin	AL-QUDS SQUADS
4707	14932	Business	false	A.K.A.	false	false	Latin	SAYARA AL-QUDS
4707	14933	Business	false	A.K.A.	false	false	Latin	AL-QUDS BRIGADES
4707	14934	Business	false	A.K.A.	false	false	Latin	AL-AWDAH BRIGADES
4707	3582	Business	true	Name	false	false	Latin	PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION
4708	14935	Business	false	A.K.A.	false	false	Latin	PALESTINE LIBERATION FRONT
4708	14936	Business	false	A.K.A.	false	false	Latin	PLF
4708	14937	Business	false	A.K.A.	false	false	Latin	PLF-ABU ABBAS
4708	3583	Business	true	Name	false	false	Latin	PALESTINE LIBERATION FRONT - ABU ABBAS FACTION
4709	14938	Business	false	A.K.A.	false	false	Latin	PFLP
4709	14939	Business	false	A.K.A.	false	false	Latin	RED EAGLES
4709	14940	Business	false	A.K.A.	false	false	Latin	RED EAGLE GROUP
4709	14941	Business	false	A.K.A.	false	false	Latin	RED EAGLE GANG
4709	14942	Business	false	A.K.A.	false	false	Latin	HALHUL GANG
4709	14943	Business	false	A.K.A.	false	false	Latin	HALHUL SQUAD
4709	14944	Business	false	A.K.A.	false	false	Latin	PALESTINIAN POPULAR RESISTANCE FORCES
4709	14945	Business	false	A.K.A.	false	false	Latin	PPRF
4709	14946	Business	false	A.K.A.	false	false	Latin	MARTYR ABU-ALI MUSTAFA BATTALION
4709	3584	Business	true	Name	false	false	Latin	POPULAR FRONT FOR THE LIBERATION OF PALESTINE
4710	14947	Business	false	A.K.A.	false	false	Latin	PFLP-GC
4710	3585	Business	true	Name	false	false	Latin	POPULAR FRONT FOR THE LIBERATION OF PALESTINE - GENERAL COMMAND
4713	14952	Business	false	A.K.A.	false	false	Latin	DEVRIMCI HALK KURTULUS PARTISI-CEPHESI
4713	14953	Business	false	A.K.A.	false	false	Latin	DHKP/C
4713	14954	Business	false	A.K.A.	false	false	Latin	DEVRIMCI SOL
4713	14955	Business	false	A.K.A.	false	false	Latin	REVOLUTIONARY LEFT
4713	14956	Business	false	A.K.A.	false	false	Latin	DEV SOL
4713	14957	Business	false	A.K.A.	false	false	Latin	DEV SOL SILAHLI DEVRIMCI BIRLIKLERI
4713	14958	Business	false	A.K.A.	false	false	Latin	DEV SOL SDB
4713	14959	Business	false	A.K.A.	false	false	Latin	DEV SOL ARMED REVOLUTIONARY UNITS
4713	3588	Business	true	Name	false	false	Latin	REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT
4714	14960	Business	false	A.K.A.	false	false	Latin	EPANASTATIKOS LAIKOS AGONAS
4714	14961	Business	false	A.K.A.	true	false	Latin	ELA
4714	14962	Business	false	A.K.A.	false	false	Latin	REVOLUTIONARY POPULAR STRUGGLE
4714	14963	Business	false	A.K.A.	false	false	Latin	POPULAR REVOLUTIONARY STRUGGLE
4714	14964	Business	false	A.K.A.	true	false	Latin	JUNE 78
4714	14965	Business	false	A.K.A.	false	false	Latin	ORGANIZATION OF REVOLUTIONARY INTERNATIONALIST SOLIDARITY
4714	14966	Business	false	A.K.A.	false	false	Latin	REVOLUTIONARY NUCLEI
4714	14967	Business	false	A.K.A.	false	false	Latin	REVOLUTIONARY CELLS
4714	14968	Business	false	A.K.A.	false	false	Latin	LIBERATION STRUGGLE
4714	3589	Business	true	Name	false	false	Latin	REVOLUTIONARY PEOPLE'S STRUGGLE
4715	14969	Business	false	A.K.A.	false	false	Latin	SENDERO LUMINOSO
4715	14970	Business	false	A.K.A.	true	false	Latin	SL
4715	14971	Business	false	A.K.A.	false	false	Latin	PARTIDO COMUNISTA DEL PERU EN EL SENDERO LUMINOSO DE JOSE CARLOS MARIATEGUI (COMMUNIST PARTY OF PERU ON THE SHINING PATH OF JOSE CARLOS MARIATEGUI)
4715	14972	Business	false	A.K.A.	false	false	Latin	PARTIDO COMUNISTA DEL PERU (COMMUNIST PARTY OF PERU)
4715	14973	Business	false	A.K.A.	true	false	Latin	PCP
4715	14974	Business	false	A.K.A.	false	false	Latin	SOCORRO POPULAR DEL PERU
4715	14975	Business	false	A.K.A.	false	false	Latin	SPP
4715	14976	Business	false	A.K.A.	false	false	Latin	EJERCITO GUERRILLERO POPULAR
